1,מגדיל
2,גביית
3,כלכלי
4,בענפי
5,הקרבה
6,דצמבר
7,ינואר
8,בחינת
9,נקודת
10,המוצא
11,סיכון
12,חמישי
13,תחזית
14,חטיבת
15,המחקר
16,מניחה
17,סגרים
18,בטווח
19,הנראה
20,נוספת
21,הייתה
22,עלייה
23,הרחבת
24,השפעה
25,במדדי
26,בחודש
27,ניכרת
28,ירידה
29,אשראי
30,נכנסת
31,ומתוך
32,מערכת
33,פתיחת
34,לקבלת
35,באופן
36,מצוין
37,האמור
38,לשמור
39,ציבור
40,בנקים
41,רשאים
42,לצמצם
43,מהיום
44,ובלבד
45,שיעור
46,לחייב
47,קביעת
48,לאפשר
49,שירות
50,לקבלו
51,יקבעו
52,סניפי
53,התחשב
54,פיזור
55,יכולת
56,יבחנו
57,מסגרת
58,החלטה
59,נקיטת
60,שונים
61,ובכלל
62,הודעה
63,שינוי
64,בהקדם
65,אפשרי
66,בנקאי
67,מחצית
68,שנייה
69,תחילת
70,במהלך
71,נסקרת
72,ולאחר
73,יציאה
74,מהסגר
75,שלישי
76,ונראה
77,שהמשק
78,הביאה
79,אפשרה
80,נרחבת
81,בהמשך
82,התפשט
83,הדלתא
84,חולים
85,חיסון
86,מיעוט
87,לעומת
88,עדיין
89,שוררת
90,ודאות
91,ובפרט
92,בשלהי
93,ריבית
94,הוחלט
95,הפסקת
96,הפעלה
97,הכלים
98,וועדה
99,עיצום
100,השפעת
101,ישראל
102,נרכשו
103,בהתאם
104,החלטת
105,הנותר
106,הוצגו
107,העידו
108,התוצר
109,יחסית
110,מתקרב
111,לרמות
112,שלושת
113,הוטלו
114,רביעי
115,שלווה
116,בסיום
117,הוסרו
118,נותרו
119,אישור
120,מתווה
121,הגדלה
122,תפוצת
123,סגירה
124,שמיים
125,הטבות
126,מהוות
127,הנועד
128,לכשלי
129,רווחה
130,לאורך
131,אחוזי
132,הנמצא
133,שימוש
134,שניתן
135,לראות
136,ארבעה
137,תמיכה
138,גורמי
139,ייצור
140,בתחום
141,פנסיה
142,במטרה
143,ראייה
144,פרטים
145,לחסוך
146,תקופת
147,פרישה
148,ידועה
149,הכנסה
150,להאיץ
151,אכלוס
152,עולים
153,למשוך
154,קרנות
155,תקופה
156,שונות
157,בדיקת
158,כלומר
159,מלוות
160,ירידת
161,רווחי
162,אבטלה
163,הממצא
164,מרכזי
165,שדפוס
166,השתנה
167,מהותי
168,הביאו
169,שיפור
170,ממשלה
171,המעבר
172,העלאת
173,ממסים
174,הגדלת
175,מצבים
176,מחסור
177,ביקוש
178,לצורך
179,ייצוב
180,כלכלה
181,בדומה
182,לדפוס
183,מקובל
184,לתפקד
185,נתוני
186,עבודה
187,לחודש
188,מקדמי
189,הדבקה
190,להיות
191,עוצמת
192,סביבת
193,עומדת
194,קרובה
195,נרשמה
196,הדולר
197,מונחי
198,עדכנה
199,מחירי
200,דירות
201,שנרשם
202,בשנים
203,במגמת
204,שעלול
205,אספקה
206,מרבית
207,גבוהה
208,מיעדי
209,הידוק
210,בעולם
211,כניסת
212,לתחום
213,העלתה
214,שאלות
215,למבנה
216,עתידי
217,במידע
218,שנצבר
219,ביצעו
220,הפעלת
221,ביצוע
222,ולפיה
223,חדשים
224,לעודד
225,תחרות
226,להביא
227,לצרכן
228,כפופה
229,למספר
230,שנאסף
231,מכירה
232,אחרים
233,עבורם
234,שאינם
235,תיבחן
236,סוגיה
237,הנושא
238,בנייד
239,ראשות
240,המשנה
241,אנדרו
242,פרסמה
243,עניין
244,להקמת
245,שיחות
246,גופים
247,הרבים
248,לרבות
249,כניסה
250,משלחת
251,שנתית
252,המטבע
253,אתמול
254,כלכלת
255,תקיים
256,בצורה
257,כוללת
258,איווה
259,שלושה
260,פלורס
261,שאקיל
262,האסאן
263,גרסיה
264,כמידי
265,במגזר
266,תיפגש
267,בכירי
268,ראשית
269,משרדי
270,כללית
271,במספר
272,להשגת
273,יעדים
274,נקבעו
275,איכות
276,סביבה
277,האוצר
278,ייכתב
279,השנתי
280,מפורט
281,מועצת
282,שנהוג
283,מדינה
284,דוחות
285,זוכים
286,תפוצה
287,בשוקי
288,כספים
289,דירוג
290,משקים
291,וואלי
292,ביקור
293,פגישה
294,הנגיד
295,ואנשי
296,מקצוע
297,נדונו
298,יחסים
299,ונערך
300,אודות
301,ספרות
302,והשיח
303,בנושא
304,עובדי
305,מינהל
306,חברות
307,תופעה
308,ממצאי
309,לעמדה
310,לתרום
311,לפחות
312,לשעבר
313,מחברי
314,הנהלה
315,בכירה
316,ניתוח
317,גדולה
318,פיקוח
319,שחברה
320,תשכור
321,נוטות
322,לשכור
323,פועלת
324,מינוי
325,משפיע
326,חיובי
327,קיימת
328,נמצאה
329,עודפת
330,בדרגה
331,תפקיד
332,יורדת
333,שכמות
334,הנהלת
335,החברה
336,שהזמן
337,העובד
338,תחומי
339,עיסוק
340,קשרים
341,המגזר
342,טלטלה
343,אגרות
344,נצפתה
345,צעדים
346,נבחנו
347,חלוקה
348,פגיעה
349,חמורה
350,נעשתה
351,בחינה
352,ישירה
353,בוחנת
354,ביטוי
355,מדדים
356,לשלוש
357,בשלוש
358,מתפקד
359,נדרשת
360,מספקת
361,תיתכן
362,דוגמה
363,בעלות
364,העסקה
365,לקנות
366,למכור
367,במחיר
368,המשקף
369,יסודי
370,מכירת
371,בעיית
372,באמצע
373,לוותה
374,קונים
375,איזון
376,תמונה
377,העולה
378,המשבר
379,זוהתה
380,שעולה
381,משתקף
382,מרווח
383,קנייה
384,טובים
385,ביותר
386,תואמת
387,מחזקת
388,הערכה
389,שילמו
390,שמדדי
391,העלות
392,כאמור
393,בהיבט
394,כללות
395,למרות
396,מראים
397,במחקר
398,שנערך
399,ניכוי
400,הקצרה
401,שהקשר
402,נמוכה
403,בהבנה
404,שכתבו
405,נמרוד
406,ריבון
407,ומיקי
408,שיתוף
409,במאגר
410,הכולל
411,לשנים
412,לבחון
413,מושפע
414,באותה
415,פעולה
416,נושאי
417,לעלות
418,עולמי
419,קצרות
420,ועולה
421,מקורן
422,החממה
423,מיצור
424,צמצום
425,נטולי
426,פליטה
427,שילוב
428,שניים
429,דוגמא
430,נסועה
431,פרטית
432,מאיות
433,רכבים
434,להגיע
435,לשבעה
436,טעינה
437,חוקית
438,ייעשה
439,שערכו
440,ליאור
441,ויוסי
442,ועתיד
443,בקרוב
444,טביעת
445,טיפול
446,מצביע
447,פליטת
448,בהיקף
449,החשמל
450,וחלקו
451,זיהום
452,הנובע
453,הסדרי
454,ילדים
455,שאינן
456,מטופל
457,הורים
458,כשליש
459,רישום
460,הטובה
461,ממוצע
462,מכריע
463,נרשמו
464,העדפה
465,משפחה
466,סיבות
467,ציינו
468,סקרים
469,נועדו
470,ללמוד
471,מגיפת
472,התאמה
473,לזהות
474,חולקו
475,המחיר
476,מפוקח
477,מוענק
478,סבסוד
479,זכאים
480,נערכו
481,בעיקר
482,שאינה
483,חרדית
484,ערבית
485,בכרבע
486,נעזרו
487,מהסוג
488,והשאר
489,חלקית
490,ועומד
491,ששולם
492,למחיר
493,מסתכם
494,מהסקר
495,ומשום
496,ההטבה
497,שיקול
498,בחירת
499,בחירה
500,הגבוה
501,נפוצה
502,יושמה
503,הדרגה
504,טיסות
505,תעופה
506,המשיך
507,לגדול
508,תרומה
509,הגברת
510,שהיקף
511,בשנות
512,ממשלת
513,ניהלה
514,הסכמי
515,שכללו
516,קווים
517,מוביל
518,מוצעת
519,איחוד
520,קידום
521,במענה
522,פנייה
523,תהליך
524,יישום
525,וממנה
526,הסירה
527,הצרכן
528,במידה
529,בזכות
530,הפחתת
531,תוצאה
532,מספרן
533,גידול
534,הודות
535,ריאלי
536,אמידת
537,להגעה
538,מהירה
539,לייחס
540,צמיחת
541,בסופו
542,והיקף
543,הוצאה
544,הגדול
545,רכישת
546,נכסים
547,הציבה
548,עליית
549,בעשור
550,אחרון
551,הדיור
552,הצורך
553,בכלים
554,וינון
555,שתרמו
556,בנייה
557,ארוכת
558,מחזור
559,ונמשך
560,עשרים
561,שבקצה
562,המדגם
563,נוכחי
564,הבולט
565,באיור
566,וניכר
567,שדומה
568,לשיאי
569,סטיות
570,שיווי
571,המשקל
572,הטווח
573,הארוך
574,לאמוד
575,מתבסס
576,ונסמך
577,ממודל
578,בסיסי
579,תמחור
580,הדירה
581,והיצע
582,העודף
583,הקיים
584,סטייה
585,מערכן
586,הנגזר
587,והפער
588,בפועל
589,בניית
590,מכרעת
591,ומאיץ
592,עקומת
593,מאיצה
594,מואצת
595,לעודף
596,מסוים
597,מצרכי
598,לדיור
599,ובקצה
600,אומדן
601,השנים
602,שקדמו
603,תומכת
604,מסקנה
605,לתנאי
606,סיכום
607,שלאחר
608,אפסית
609,מתונה
610,שתמכו
611,זעזוע
612,עוצמה
613,השפיע
614,הבניה
615,נפגעה
616,במשקי
617,אופיו
618,הזמני
619,לגזור
620,לקשרי
621,חולפת
622,מציעה
623,כיוון
624,מיועד
625,כוחות
626,תתבהר
627,המעקב
628,השוטף
629,שמירה
630,זיהוי
631,ניטור
632,עבודת
633,בוצעה
634,ונועם
635,חיפוש
636,תשואה
637,מימון
638,היסוד
639,החזוי
640,השקעה
641,בעתות
642,הגדיל
643,להסבר
644,חיזוק
645,מגמות
646,שאחרי
647,למדים
648,עליות
649,צבירה
650,תורמת
651,עלולה
652,פיתחו
653,ביסוס
654,מיתון
655,ניכרה
656,שולבה
657,ננקטו
658,קבוצת
659,המקרו
660,צרכני
661,ממספר
662,הובלת
663,דומים
664,שותפו
665,חברים
666,נותחו
667,משותף
668,קובעי
669,נסיון
670,הורדה
671,מקביל
672,בנוסף
673,למזער
674,לווים
675,משתנה
676,כוונו
677,הגבלת
678,חשיפה
679,רשימה
680,המלאה
681,רכיבי
682,צמצמו
683,ומנגד
684,העסקי
685,כצפוי
686,פיגור
687,ונכסי
688,העלאה
689,לעליה
690,מקומי
691,הקלות
692,נתפסה
693,מקדים
694,בחצות
695,ולמשך
696,מעדכן
697,שאושר
698,יסגרו
699,מקרוב
700,באיים
701,חינוך
702,מיוחד
703,תיסגר
704,למידה
705,מרחוק
706,מהבית
707,צרכים
708,תוגבל
709,הופחת
710,המותר
711,אנשים
712,ישיבה
713,לפעול
714,נציין
715,חוגים
716,תרבות
717,מכלול
718,מסתמן
719,דומות
720,תזכיר
721,נעריך
722,אפריל
723,ראשון
724,לציין
725,החודש
726,המועד
727,ממילא
728,זינקה
729,חודשי
730,פחותה
731,עסקים
732,וקיום
733,הפחות
734,בגינם
735,צפויה
736,נמצאת
737,סגורה
738,עסקית
739,רגילה
740,בגינו
741,ממשיך
742,רציפה
743,לטווח
744,לנוכח
745,קיומו
746,חריגה
747,חזאים
748,שביטא
749,רבעון
750,ועמדה
751,צמיחה
752,ארבעת
753,ייסוף
754,תכנית
755,עליון
756,והבנק
757,בחזרת
758,הרחבה
759,נמשכת
760,להאטה
761,יסיים
762,דעיכת
763,משרות
764,הוסיף
765,למגמה
766,להעיב
767,קודמת
768,התחזק
769,מתמתן
770,קשיים
771,שרשרת
772,ממונה
773,מחודש
774,כוונה
775,לסיים
776,לפרוש
